,date,sigma,std_sigma,precip,LAI,rzsm,psi_rz,ssm,psi_s,lc_type,B1,B2,B3,B4,B5,B6,B7,B1_filt,B2_filt,B3_filt,B4_filt,B5_filt,B6_filt,B7_filt
2019,2017-10-20 13:31:00,-11.912504,6.9203854,0.0,0.2,19.3,3.4356965706541076,34.48,0.1176671998969514,11,0.0536,0.07205,0.10650000000000001,0.1303,0.20995,0.27925,0.19365000000000002,0.286199813664592,0.2969495652173869,0.30641791925465384,0.3282622463768067,0.36583966873705465,0.1964076086956493,0.1398291407867474
2019,2017-10-27 13:23:00,-13.959233,8.062596,0.0,0.2,19.5,3.2357926356594175,32.78,0.15788328078036734,11,0.0536,0.07205,0.10650000000000001,0.1303,0.20995,0.27925,0.19365000000000002,0.286199813664592,0.2969495652173869,0.30641791925465384,0.3282622463768067,0.36583966873705465,0.1964076086956493,0.1398291407867474
2019,2017-11-08 13:23:00,-13.335562,7.7349157,0.0,0.0,18.96,3.8097654898280915,30.7,0.23114455330112363,11,0.66425,0.6588,0.61375,0.62945,0.58835,0.03560000000000001,0.0408,0.3739861697722512,0.3781864182194562,0.37261461697722015,0.3887097412008224,0.4068563561076544,0.1694875258799147,0.12532778467908717
2019,2017-11-13 13:31:00,-13.0937195,7.6130404,0.0,0.1,18.640000000000004,4.2061319530430055,30.52,0.23918474904885081,11,0.66425,0.6588,0.61375,0.62945,0.58835,0.03560000000000001,0.0408,0.3739861697722512,0.3781864182194562,0.37261461697722015,0.3887097412008224,0.4068563561076544,0.1694875258799147,0.12532778467908717
2019,2017-11-20 13:23:00,-12.306852,7.1344137,0.0,0.1,18.48,4.422346271952998,30.659999999999997,0.23290353806275957,11,0.62147,0.6169800000000001,0.57811,0.5885699999999999,0.54867,0.045860000000000005,0.046340000000000006,0.4401259420289789,0.43870407867494177,0.42176945134574945,0.431725372670801,0.428899068322975,0.1449549585921304,0.11140723602484306
2019,2017-11-25 13:31:00,-13.080132,7.6858363,0.0,0.1,18.32,4.6517021878975475,31.46,0.20050706388800413,11,0.57869,0.5751600000000001,0.54247,0.54769,0.50899,0.05612,0.05188,0.5254568322981289,0.517868074534154,0.4876695031055828,0.4915766563146925,0.46681637681158733,0.11884506211179949,0.09654358178053687
2019,2017-12-02 13:23:00,-15.493689,9.013784,0.0,0.4,18.619999999999997,4.2324699498241065,31.04,0.2168053766293002,11,0.53591,0.5333400000000001,0.50683,0.50681,0.46931,0.06638000000000001,0.057420000000000006,0.6182334057970922,0.604319026915105,0.5603362939958509,0.5585660144927453,0.51184971014492,0.09276709109730713,0.08159781573498844
2019,2017-12-07 13:31:00,-16.095871,9.494143,0.0,0.4,18.48,4.422346271952998,30.560000000000002,0.23737007653190156,11,0.53591,0.5333400000000001,0.50683,0.50681,0.46931,0.06638000000000001,0.057420000000000006,0.6182334057970922,0.604319026915105,0.5603362939958509,0.5585660144927453,0.51184971014492,0.09276709109730713,0.08159781573498844
2019,2017-12-14 13:23:00,-14.055081,8.173058,0.0,0.1,18.48,4.422346271952998,30.439999999999998,0.24286310255541524,11,0.49313,0.49152000000000007,0.47118999999999994,0.46593,0.42963,0.07664000000000001,0.06296,0.6907707867494721,0.6735562525879819,0.6218586128364297,0.6154407763975063,0.5498917391304265,0.07046433747411904,0.06859732919254558
2019,2017-12-26 13:23:00,-14.849967,8.6114435,0.0,0.0,18.48,4.422346271952998,29.619999999999997,0.2846566832751575,11,0.49313,0.49152000000000007,0.47118999999999994,0.46593,0.42963,0.07664000000000001,0.06296,0.6907707867494721,0.6735562525879819,0.6218586128364297,0.6154407763975063,0.5498917391304265,0.07046433747411904,0.06859732919254558
2019,2017-12-31 13:31:00,-13.40186,7.7566767,0.0,0.0,18.1,4.990234565746049,29.1,0.31553558817591676,11,0.49313,0.49152000000000007,0.47118999999999994,0.46593,0.42963,0.07664000000000001,0.06296,0.6907707867494721,0.6735562525879819,0.6218586128364297,0.6154407763975063,0.5498917391304265,0.07046433747411904,0.06859732919254558
2019,2018-01-07 13:23:00,-15.388772,8.908534,0.0,0.0,18.080000000000002,5.022418238460628,25.220000000000002,0.7251353483437878,11,0.45035000000000003,0.4497000000000001,0.43554999999999994,0.42505000000000004,0.38995,0.0869,0.0685,0.7415291614906723,0.7223724223602378,0.6655776086956423,0.6558525879917086,0.5745173706004055,0.0560069565217383,0.061241283643891434
2019,2018-01-12 13:31:00,-13.299416,7.801945,0.0,0.0,17.939999999999998,5.25464270706933,27.2,0.4672601806772102,11,0.45035000000000003,0.4497000000000001,0.43554999999999994,0.42505000000000004,0.38995,0.0869,0.0685,0.7415291614906723,0.7223724223602378,0.6655776086956423,0.6558525879917086,0.5745173706004055,0.0560069565217383,0.061241283643891434
2019,2018-01-19 13:23:00,-11.955381,6.962658,0.0,0.0,18.0,5.153609483256348,23.619999999999997,1.0615373691477648,11,0.45035000000000003,0.4497000000000001,0.43554999999999994,0.42505000000000004,0.38995,0.0869,0.0685,0.7415291614906723,0.7223724223602378,0.6655776086956423,0.6558525879917086,0.5745173706004055,0.0560069565217383,0.061241283643891434
