date,sigma,std_sigma,precip,LAI,rzsm,psi_rz,ssm,psi_s,B1,B4,B5
2017-12-30 13:39:00,-12.177296,7.0357537,0.0,0.0,8.78,27.64684568682184,35.52,0.16352987399090976,0.5092000000000001,0.5323,0.5260500000000001
2018-01-23 13:39:00,-11.827957,6.8658886,0.0,0.1,6.279999999999999,94.59397903335484,38.7,0.11937318073953126,0.5092000000000001,0.5323,0.5260500000000001
2018-01-24 13:32:00,-16.156454,9.333631,0.0,0.1,6.359999999999999,90.29918046888689,38.339999999999996,0.1235394590944688,0.5092000000000001,0.5323,0.5260500000000001
2018-02-04 13:39:00,-12.8369665,7.4226594,0.0,0.1,5.9799999999999995,113.21327870738071,36.76,0.144176346330755,0.5092000000000001,0.5323,0.5260500000000001
2018-02-05 13:32:00,-14.373334,8.389426,0.0,0.0,5.92,117.48250738464952,36.68,0.14533397854665256,0.5092000000000001,0.5323,0.5260500000000001
2018-02-17 13:32:00,-18.251097,10.613608,0.0,0.0,5.82,125.06386645219722,35.04,0.1719043541058416,0.023700000000000002,0.0794,0.12040000000000001
2018-03-01 13:32:00,-12.3852825,7.2454295,0.0,0.1,6.44,86.24945829642496,28.040000000000003,0.38954855662511984,0.023700000000000002,0.0794,0.12040000000000001
2018-03-12 13:39:00,-10.837022,6.265967,0.0,0.2,6.540000000000001,81.50651952531595,30.22,0.29593939549845527,0.023700000000000002,0.0794,0.12040000000000001
2018-03-13 13:32:00,-15.279444,8.82188,0.0,0.2,6.5600000000000005,80.59806922815052,30.2,0.29665944316044557,0.023700000000000002,0.0794,0.12040000000000001
2018-04-05 13:39:00,-10.136917,5.865461,0.0,0.1,5.840000000000001,123.49886939811111,40.18,0.10401064862583421,0.06575,0.13535000000000003,0.19344999999999998
2018-04-17 13:39:00,-10.55355,6.2002597,0.0,0.2,5.92,117.48250738464952,41.6,0.09156106988522067,0.06575,0.13535000000000003,0.19344999999999998
2018-04-29 13:39:00,-11.246353,6.6094604,0.0,0.4,6.74,72.9745512035266,41.9,0.08917757695528533,0.08285,0.17915000000000003,0.24465
2018-04-30 13:32:00,-8.22393,4.8007164,0.0,0.5,6.840000000000001,69.13416921602295,42.06,0.08793863578852626,0.08285,0.17915000000000003,0.24465
2018-06-05 13:32:00,-9.684168,5.630107,0.0,0.7000000000000001,7.739999999999999,43.91679227121349,43.279999999999994,0.07917658586229795,0.06875,0.14625000000000002,0.3043
2018-06-28 13:39:00,-11.321518,6.6287923,0.0,1.0,9.26,22.74005311126622,43.879999999999995,0.07527455274184162,0.030300000000000004,0.04590000000000001,0.3813
2018-07-10 13:39:00,-11.902041,6.897319,0.0,1.0,9.2,23.28919647978622,43.239999999999995,0.07944577583470944,0.030300000000000004,0.04590000000000001,0.3813
2018-07-22 13:39:00,-11.451334,6.6382036,0.0,0.7000000000000001,8.9,26.302975901118113,43.06,0.08067164411781841,0.030300000000000004,0.04590000000000001,0.3813
2018-08-04 13:32:00,-10.116081,5.873085,0.0,0.4,9.24,22.921252133641783,42.779999999999994,0.0826268051890882,0.0859,0.18150000000000002,0.31405
2018-08-15 13:39:00,-15.598196,9.020525,0.0,0.30000000000000004,9.120000000000001,24.047919481574556,42.46,0.08493572779977593,0.0859,0.18150000000000002,0.31405
2018-08-16 13:32:00,-14.132904,8.233003,0.0,0.4,8.959999999999999,25.662189769553834,42.34,0.08582271085755083,0.0859,0.18150000000000002,0.31405
2018-08-27 13:40:00,-9.032602,5.2224817,0.0,0.30000000000000004,8.860000000000001,26.741506047231663,41.22,0.09469781129768028,0.08305,0.2585,0.3878
2018-09-08 13:40:00,-13.54928,7.8764777,0.0,0.2,8.74,28.114148457890327,41.64,0.0912386258533365,0.08305,0.2585,0.3878
2018-09-09 13:32:00,-17.1823,9.936126,0.0,0.2,8.74,28.114148457890327,41.46,0.09270110583128043,0.08305,0.2585,0.3878
2018-09-20 13:40:00,-9.378361,5.4180818,0.0,0.2,8.520000000000001,30.872127639493463,40.28000000000001,0.10306593637286444,0.0765,0.2163,0.31310000000000004
2018-09-20 13:40:00,-9.219287,5.3634233,0.0,0.2,8.520000000000001,30.872127639493463,40.28000000000001,0.10306593637286444,0.0765,0.2163,0.31310000000000004
2018-10-26 13:40:00,-11.901767,6.9136944,0.0,0.2,7.8199999999999985,42.29002419275012,39.36,0.11218854958242257,0.06275000000000001,0.15250000000000002,0.2116
2018-10-27 13:32:00,-13.528702,7.8113127,0.0,0.1,8.080000000000002,37.5056574118318,39.38,0.11197954315726619,0.06275000000000001,0.15250000000000002,0.2116
2018-11-19 13:40:00,-11.820535,6.862979,0.0,0.2,7.76,43.50274002858473,36.9,0.1421785747968024,0.04775,0.13615,0.1954
2018-11-20 13:32:00,-16.555943,9.6704445,0.0,0.1,7.859999999999999,41.50537823080667,37.1,0.13938530173604824,0.04775,0.13615,0.1954
2018-12-01 13:40:00,-14.995857,8.723769,0.0,0.1,7.540000000000001,48.346528438803816,37.239999999999995,0.1374714619267107,0.048100000000000004,0.1505,0.21415
2018-12-13 13:40:00,-12.185106,7.0705733,0.054568627155294605,0.1,7.580000000000001,47.416609055811485,28.520000000000003,0.3660183309797702,0.048100000000000004,0.1505,0.21415
2018-12-14 13:32:00,-15.152483,8.877884,0.0,0.1,7.540000000000001,48.346528438803816,28.8,0.35312469493724313,0.048100000000000004,0.1505,0.21415
2019-01-06 13:39:00,-13.772303,8.057165,0.0,0.1,7.139999999999999,59.05582816457513,29.46,0.32494305603916707,0.049550000000000004,0.16335000000000002,0.22790000000000002
2019-01-07 13:32:00,-17.38823,10.2562,0.0,0.1,7.38,52.306781942860674,30.240000000000002,0.29522157017259637,0.049550000000000004,0.16335000000000002,0.22790000000000002
2019-01-18 13:39:00,-14.694542,8.535831,0.0,0.1,7.2,57.26935862028117,26.740000000000002,0.46370246934340087,0.79125,0.87105,0.86445
